transaction_id,user_id,date,merchant,amount,category_detail,category_primary,payment_method,payment_media,day_of_week,month,is_weekend,day,week,time_of_day,spending_level,log_amount,rolling_7d_spending,transaction_count,spike
TXN009032,USR073,2024-09-07 10:34:15,Watson,226500.0,health,Needs,Debit,BTN,Saturday,9,True,7,36,Pagi,high,12.330504638906516,3154000.0,1,False
TXN007088,USR045,2024-09-07 12:53:48,Blibli,604500.0,shopping,Wants,Transfer,BRI,Saturday,9,True,7,36,Siang,high,13.312158603295336,3533500.0,1,False
TXN009117,USR072,2024-09-07 14:12:26,iPot,1044000.0,investment,Investment,Debit,Jenius,Saturday,9,True,7,36,Siang,high,13.858571005278668,2664500.0,1,False
TXN003962,USR002,2024-09-07 14:23:44,Biznet,384500.0,utilities,Needs,Credit Card,Standard Chartered,Saturday,9,True,7,36,Siang,high,12.859701668704687,2939000.0,1,False
TXN005058,USR062,2024-09-07 15:35:08,Pintu Crypto,1488500.0,investment,Investment,Transfer,BRI,Saturday,9,True,7,36,Siang,high,14.213280131255008,4020500.0,1,True
TXN009275,USR071,2024-09-07 21:15:06,SPA Reflexology,294000.0,self_care,Wants,Debit,BNI,Saturday,9,True,7,36,Malam,high,12.591338447675579,4214000.0,1,False
TXN004520,USR049,2024-09-08 01:15:51,Stradivarius,367000.0,shopping,Wants,Debit,BNI,Sunday,9,True,8,36,Malam,high,12.813119851828635,4409000.0,1,False
TXN008389,USR031,2024-09-08 01:37:54,Halodoc,462500.0,health,Needs,Credit Card,Mandiri,Sunday,9,True,8,36,Malam,high,13.044403998094442,4645000.0,1,False
TXN002184,USR044,2024-09-08 03:07:39,Bibit,1527500.0,investment,Investment,QRIS,BCA,Sunday,9,True,8,36,Malam,high,14.239143624692158,5568000.0,1,True
TXN007302,USR006,2024-09-08 04:16:24,Carrefour,10500.0,groceries,Needs,Cash,Cash,Sunday,9,True,8,36,Malam,low,9.259225769705994,4534500.0,1,False
TXN005762,USR013,2024-09-08 04:24:06,Gojek,33000.0,transport,Needs,Transfer,BSI,Sunday,9,True,8,36,Malam,low,10.404293143019792,4183000.0,1,False
TXN006927,USR013,2024-09-08 06:26:45,Lazada,924000.0,shopping,Wants,Transfer,BNI,Sunday,9,True,8,36,Pagi,high,13.736468432874318,3618500.0,1,False
TXN002479,USR056,2024-09-08 09:44:10,Booking.com,582500.0,travel,Wants,Transfer,BNI,Sunday,9,True,8,36,Pagi,high,13.275086181158716,3907000.0,1,False
TXN000022,USR063,2024-09-08 12:30:58,First Media,279500.0,utilities,Needs,QRIS,Mandiri,Sunday,9,True,8,36,Siang,high,12.540761149388421,3819500.0,1,False
TXN008490,USR012,2024-09-08 13:19:00,Emina Cosmetics,271500.0,self_care,Wants,Debit,BRI,Sunday,9,True,8,36,Siang,high,12.511721101590597,3628500.0,1,False
TXN002441,USR038,2024-09-08 13:53:55,Aston Hotel,1673500.0,travel,Wants,Transfer,LinkAja,Sunday,9,True,8,36,Siang,high,14.330428397183384,3774500.0,1,True
TXN007736,USR021,2024-09-08 15:45:42,Farmers Market,113000.0,groceries,Needs,QRIS,Gopay,Sunday,9,True,8,36,Siang,medium,11.635151947212842,3877000.0,1,False
TXN001631,USR014,2024-09-08 18:08:03,inDrive,45500.0,transport,Needs,Transfer,DANA,Sunday,9,True,8,36,Sore,low,10.725489582719506,3889500.0,1,False
TXN002083,USR056,2024-09-08 18:42:11,Ruangguru,408500.0,education,Wants,Transfer,Gopay,Sunday,9,True,8,36,Sore,high,12.920249641259614,3374000.0,1,False
TXN002235,USR031,2024-09-08 18:49:15,Genshin Impact,56000.0,entertainment,Wants,Transfer,BCA,Sunday,9,True,8,36,Sore,medium,10.933124826700707,2847500.0,1,False
TXN009534,USR030,2024-09-08 19:18:03,Santika Hotel,1818000.0,travel,Wants,Transfer,Jenius,Sunday,9,True,8,36,Sore,high,14.413248103774416,4386000.0,1,True
TXN000468,USR057,2024-09-08 21:15:15,Tiket.com,1011000.0,travel,Wants,Transfer,BSI,Sunday,9,True,8,36,Malam,high,13.826451487121803,5125500.0,1,False
TXN002140,USR007,2024-09-09 01:58:18,Coursera,182500.0,education,Wants,Credit Card,Standard Chartered,Monday,9,False,9,37,Malam,medium,12.114510931441727,3634500.0,1,False
TXN003124,USR037,2024-09-09 05:24:46,Tabungan BRI,905500.0,investment,Investment,Transfer,LinkAja,Monday,9,False,9,37,Pagi,high,13.716243660667226,4427000.0,1,False
TXN005436,USR058,2024-09-09 05:30:21,Total Parco,30000.0,transport,Needs,Credit Card,CIMB Niaga,Monday,9,False,9,37,Pagi,low,10.308985993422082,4411500.0,1,False
TXN007237,USR050,2024-09-09 05:34:47,Citilink,1362500.0,travel,Wants,Transfer,BCA,Monday,9,False,9,37,Pagi,high,14.12483253946422,5365500.0,1,True
TXN007603,USR041,2024-09-09 08:07:19,Indomaret,285000.0,groceries,Needs,Cash,Cash,Monday,9,False,9,37,Pagi,high,12.560247968016562,5594500.0,1,False
TXN009925,USR006,2024-09-09 08:31:23,Ventela,652500.0,shopping,Wants,Credit Card,BRI,Monday,9,False,9,37,Pagi,high,13.38856795074486,4429000.0,1,False
TXN005661,USR043,2024-09-09 10:27:03,MyTelkomsel,369000.0,utilities,Needs,QRIS,LinkAja,Monday,9,False,9,37,Pagi,high,12.818554633046093,3787000.0,1,False
TXN008901,USR034,2024-09-09 10:49:22,Indomaret,66500.0,groceries,Needs,Cash,Cash,Monday,9,False,9,37,Pagi,medium,11.104972264124868,3671000.0,1,False
TXN000351,USR028,2024-09-09 10:52:01,Chatime,41500.0,food,Needs,QRIS,DANA,Monday,9,False,9,37,Pagi,low,10.633472802314019,2807000.0,1,False
TXN008525,USR033,2024-09-09 11:37:23,New Balance,154000.0,shopping,Wants,Transfer,BSI,Monday,9,False,9,37,Pagi,medium,11.944714374881176,2931000.0,1,False
TXN001737,USR038,2024-09-09 12:52:27,Vidio,191000.0,entertainment,Wants,Credit Card,BCA,Monday,9,False,9,37,Siang,medium,12.160033942617156,1759500.0,1,False
TXN002074,USR072,2024-09-09 13:30:55,Free Fire,123000.0,entertainment,Wants,QRIS,Gopay,Monday,9,False,9,37,Siang,medium,11.719947764402807,1597500.0,1,False
TXN001755,USR051,2024-09-09 17:48:51,Ventela,1149000.0,shopping,Wants,Credit Card,Mandiri,Monday,9,False,9,37,Sore,high,13.954403427152533,2094000.0,1,True
TXN003067,USR009,2024-09-09 18:03:00,RS Siloam,39500.0,health,Needs,Transfer,OVO,Monday,9,False,9,37,Sore,low,10.584081267024454,1764500.0,1,False
TXN002763,USR010,2024-09-09 18:50:20,Transjakarta,40500.0,transport,Needs,Transfer,LinkAja,Monday,9,False,9,37,Sore,low,10.609081944147828,1738500.0,1,False
TXN008327,USR073,2024-09-09 19:08:38,Ranch Market,311000.0,groceries,Needs,Debit,Mandiri,Monday,9,False,9,37,Sore,high,12.647551406590285,2008000.0,1,False
TXN001659,USR057,2024-09-10 02:33:48,KFC,43000.0,food,Needs,Transfer,OVO,Tuesday,9,False,10,37,Malam,low,10.668978650219241,1897000.0,1,False
TXN009133,USR050,2024-09-10 03:42:53,Sociolla,471000.0,self_care,Wants,QRIS,BNI,Tuesday,9,False,10,37,Malam,high,13.062615496138552,2177000.0,1,False
TXN008267,USR010,2024-09-10 09:07:50,Mobile Legends,145000.0,entertainment,Wants,QRIS,Mandiri,Tuesday,9,False,10,37,Pagi,medium,11.884495917930655,2199000.0,1,False
TXN007457,USR070,2024-09-10 09:21:17,Figma,466500.0,education,Wants,QRIS,BCA,Tuesday,9,False,10,37,Pagi,high,13.05301544288996,1516500.0,1,False
TXN006678,USR051,2024-09-10 15:01:54,Google One Storage,87500.0,education,Wants,Credit Card,Standard Chartered,Tuesday,9,False,10,37,Siang,medium,11.37940550085183,1564500.0,1,False
TXN000464,USR063,2024-09-10 21:40:54,Ruangguru,272000.0,education,Wants,Transfer,Gopay,Tuesday,9,False,10,37,Malam,high,12.513561021741964,1796000.0,1,False
TXN005967,USR074,2024-09-10 23:41:42,Cotton On,824500.0,shopping,Wants,QRIS,OVO,Tuesday,9,False,10,37,Malam,high,13.622533633837332,2309500.0,1,False
TXN002508,USR031,2024-09-11 02:21:08,Smartfren,223500.0,utilities,Needs,Transfer,LinkAja,Wednesday,9,False,11,37,Malam,high,12.317171167298682,2490000.0,1,False
TXN005026,USR013,2024-09-11 02:38:24,Tabungan BRI,1322000.0,investment,Investment,Transfer,BRI,Wednesday,9,False,11,37,Malam,high,14.094657055823134,3341000.0,1,True
TXN008024,USR052,2024-09-11 02:47:57,RS Siloam,316000.0,health,Needs,Credit Card,Citibank,Wednesday,9,False,11,37,Malam,high,12.663500657121004,3512000.0,1,False
TXN001166,USR010,2024-09-11 05:06:28,PlayStation Store,88000.0,entertainment,Wants,QRIS,OVO,Wednesday,9,False,11,37,Pagi,medium,11.385103457032141,3133500.0,1,False
TXN007739,USR024,2024-09-11 06:08:06,Lotte Mart,91000.0,groceries,Needs,Transfer,LinkAja,Wednesday,9,False,11,37,Pagi,medium,11.418625774449598,3137000.0,1,False
TXN008323,USR046,2024-09-11 09:37:14,Booking.com,1368500.0,travel,Wants,Credit Card,BRI,Wednesday,9,False,11,37,Pagi,high,14.129226538189677,4233500.0,1,True
TXN007814,USR016,2024-09-11 11:56:31,Canva Pro,192500.0,education,Wants,Credit Card,Mandiri,Wednesday,9,False,11,37,Pagi,medium,12.167856627501678,3601500.0,1,False
TXN007130,USR018,2024-09-11 15:16:10,FamilyMart,272000.0,groceries,Needs,Debit,BNI,Wednesday,9,False,11,37,Siang,high,12.513561021741964,3650000.0,1,False
TXN000127,USR038,2024-09-11 15:40:24,Stockbit,236000.0,investment,Investment,Transfer,Mandiri,Wednesday,9,False,11,37,Siang,high,12.371591321286905,2564000.0,1,False
TXN002365,USR004,2024-09-11 16:06:41,Alfamidi,125500.0,groceries,Needs,QRIS,Gopay,Wednesday,9,False,11,37,Siang,medium,11.74006900564972,2373500.0,1,False
TXN001568,USR073,2024-09-11 16:15:22,Timezone,96500.0,entertainment,Wants,Transfer,BNI,Wednesday,9,False,11,37,Siang,medium,11.477308649967686,2382000.0,1,False
TXN004278,USR060,2024-09-11 16:20:03,Starbucks,74000.0,food,Needs,Transfer,DANA,Wednesday,9,False,11,37,Siang,medium,11.211833885608513,2365000.0,1,False
TXN000386,USR048,2024-09-11 16:54:41,Alfamart,300500.0,groceries,Needs,QRIS,ShopeePay,Wednesday,9,False,11,37,Siang,high,12.613206360738884,1297000.0,1,False
TXN008246,USR036,2024-09-11 17:08:51,Google One Storage,405000.0,education,Wants,QRIS,ShopeePay,Wednesday,9,False,11,37,Sore,high,12.91164481522143,1509500.0,1,False
TXN004889,USR051,2024-09-11 18:17:05,BPJS Kesehatan,384500.0,utilities,Needs,Debit,Jenius,Wednesday,9,False,11,37,Sore,high,12.859701668704687,1622000.0,1,False
TXN001715,USR071,2024-09-11 19:58:51,PDAM,123000.0,utilities,Needs,QRIS,DANA,Wednesday,9,False,11,37,Sore,medium,11.719947764402807,1509000.0,1,False
TXN008804,USR049,2024-09-11 21:47:12,Miniso,212500.0,shopping,Wants,Transfer,BSI,Wednesday,9,False,11,37,Malam,high,12.26670197321789,1596000.0,1,False
TXN007080,USR027,2024-09-11 21:58:44,Parkir Mall,38000.0,transport,Needs,Debit,BNI,Wednesday,9,False,11,37,Malam,low,10.545367754151743,1537500.0,1,False
TXN007123,USR044,2024-09-11 23:43:43,Pluang,1068500.0,investment,Investment,QRIS,Gopay,Wednesday,9,False,11,37,Malam,high,13.881767289632338,2532000.0,1,False
TXN001556,USR021,2024-09-11 23:53:13,SPA Reflexology,145500.0,self_care,Wants,Cash,Cash,Wednesday,9,False,11,37,Malam,medium,11.8879382384223,2377000.0,1,False
TXN006587,USR010,2024-09-12 00:18:34,Garuda Indonesia,1535000.0,travel,Wants,QRIS,OVO,Thursday,9,False,12,37,Malam,high,14.24404159046902,3507000.0,1,True
TXN003247,USR053,2024-09-12 03:01:32,Cult Fitness,10500.0,health,Needs,QRIS,BNI,Thursday,9,False,12,37,Malam,low,9.259225769705994,3133000.0,1,False
TXN005127,USR038,2024-09-12 03:42:35,Grab,7000.0,transport,Needs,Cash,Cash,Thursday,9,False,12,37,Malam,low,8.853808274977197,3017000.0,1,False
TXN001948,USR008,2024-09-12 03:55:23,Tiket.com,1951500.0,travel,Wants,Credit Card,BCA,Thursday,9,False,12,37,Malam,high,14.484109378029014,4756000.0,1,True
TXN001765,USR013,2024-09-12 07:38:31,KRL Commuter,74500.0,transport,Needs,Credit Card,Citibank,Thursday,9,False,12,37,Pagi,medium,11.218567827096358,4792500.0,1,False
TXN006439,USR050,2024-09-12 10:38:05,Adobe Creative Cloud,311500.0,education,Wants,Transfer,ShopeePay,Thursday,9,False,12,37,Pagi,high,12.649157827477366,4035500.0,1,False
TXN002758,USR049,2024-09-12 14:02:32,Somethinc,481000.0,self_care,Wants,Cash,Cash,Thursday,9,False,12,37,Siang,high,13.083624628087817,4371000.0,1,False
TXN005989,USR049,2024-09-12 15:46:03,Vivo Gas Station,26000.0,transport,Needs,QRIS,LinkAja,Thursday,9,False,12,37,Siang,low,10.165890277802454,2862000.0,1,False
TXN000166,USR066,2024-09-12 20:02:26,iPot,1276000.0,investment,Investment,Transfer,Gopay,Thursday,9,False,12,37,Malam,high,14.059241526585625,4127500.0,1,True
TXN003424,USR003,2024-09-12 21:46:36,Lawson,292000.0,groceries,Needs,QRIS,ShopeePay,Thursday,9,False,12,37,Malam,high,12.584512505902088,4412500.0,1,False
TXN000750,USR002,2024-09-13 00:30:15,Adobe Creative Cloud,162000.0,education,Wants,Transfer,CIMB Niaga,Friday,9,False,13,37,Malam,medium,11.995357787034976,2623000.0,1,False
TXN003358,USR016,2024-09-13 00:43:47,Traveloka,562000.0,travel,Wants,Transfer,Jenius,Friday,9,False,13,37,Malam,high,13.239258908233676,3110500.0,1,False
TXN002003,USR058,2024-09-13 00:57:01,Koi Bubble Tea,57500.0,food,Needs,Transfer,ShopeePay,Friday,9,False,13,37,Malam,medium,10.959557617938563,2856500.0,1,False
TXN009548,USR019,2024-09-13 01:58:49,Alfamart,102000.0,groceries,Needs,QRIS,OVO,Friday,9,False,13,37,Malam,medium,11.532737896139919,2477500.0,1,False
TXN000611,USR009,2024-09-13 03:43:01,Transjakarta,11000.0,transport,Needs,QRIS,BCA,Friday,9,False,13,37,Malam,low,9.305741456739435,2462500.0,1,False
TXN009891,USR050,2024-09-13 07:38:10,Nintendo eShop,198500.0,entertainment,Wants,Transfer,Jenius,Friday,9,False,13,37,Pagi,medium,12.198549416880068,1385000.0,1,False
TXN006526,USR017,2024-09-13 07:49:21,Indomie Rebus,62000.0,food,Needs,Transfer,LinkAja,Friday,9,False,13,37,Pagi,medium,11.034905792929415,1155000.0,1,False
TXN001310,USR030,2024-09-13 07:53:27,iPot,525500.0,investment,Investment,Credit Card,Mandiri,Friday,9,False,13,37,Pagi,high,13.172107372246904,1518500.0,1,False
TXN001925,USR033,2024-09-13 10:29:23,inDrive,70000.0,transport,Needs,Cash,Cash,Friday,9,False,13,37,Pagi,medium,11.156264806643742,1026500.0,1,False
TXN002315,USR037,2024-09-13 14:15:36,Prodia Lab,92000.0,health,Needs,Credit Card,Standard Chartered,Friday,9,False,13,37,Siang,medium,11.429554725537322,1061000.0,1,False
TXN005174,USR054,2024-09-13 16:29:00,Lion Air,2243000.0,travel,Wants,Credit Card,BNI,Friday,9,False,13,37,Siang,high,14.623325259333722,3202000.0,1,True
TXN005883,USR003,2024-09-13 19:10:15,Es Teh Indonesia,104500.0,food,Needs,Transfer,BRI,Friday,9,False,13,37,Sore,medium,11.556951919719207,3295500.0,1,False
TXN003672,USR008,2024-09-13 20:06:06,Nasi Padang,74000.0,food,Needs,Cash,Cash,Friday,9,False,13,37,Malam,medium,11.211833885608513,3171000.0,1,False
TXN008746,USR019,2024-09-13 20:30:22,Apotek K24,262500.0,health,Needs,Debit,CIMB Niaga,Friday,9,False,13,37,Malam,high,12.47801017053037,3371500.0,1,False
TXN005691,USR049,2024-09-13 21:50:39,MyTelkomsel,176000.0,utilities,Needs,Debit,Mandiri,Friday,9,False,13,37,Malam,medium,12.07824495582233,3022000.0,1,False
TXN005001,USR056,2024-09-14 00:34:22,Vans,910500.0,shopping,Wants,Credit Card,BRI,Saturday,9,True,14,37,Malam,high,13.721750276446835,3862500.0,1,False
TXN008362,USR069,2024-09-14 02:41:01,Klinik Pratama,354000.0,health,Needs,Cash,Cash,Saturday,9,True,14,37,Malam,high,12.777055016970678,4124500.0,1,False
TXN001021,USR010,2024-09-14 06:10:04,Alfamart,137500.0,groceries,Needs,QRIS,Gopay,Saturday,9,True,14,37,Pagi,medium,11.83138646878959,2019000.0,1,False
TXN004141,USR058,2024-09-14 07:18:13,Pertamina,72500.0,transport,Needs,Cash,Cash,Saturday,9,True,14,37,Pagi,medium,11.19135563385109,1987000.0,1,False
TXN009898,USR048,2024-09-14 07:29:38,Transjakarta,15500.0,transport,Needs,Cash,Cash,Saturday,9,True,14,37,Pagi,low,9.648659816955295,1928500.0,1,False
TXN005000,USR016,2024-09-14 08:35:10,Compass,1054500.0,shopping,Wants,QRIS,Gopay,Saturday,9,True,14,37,Pagi,high,13.868578227217254,2720500.0,1,False
TXN000997,USR053,2024-09-14 12:54:37,Shell,64500.0,transport,Needs,Transfer,Mandiri,Saturday,9,True,14,37,Siang,medium,11.07443600653965,2609000.0,1,False
TXN004471,USR026,2024-09-14 13:01:45,BPJS Kesehatan,387000.0,utilities,Needs,QRIS,ShopeePay,Saturday,9,True,14,37,Siang,high,12.866182555987908,2085500.0,1,False
TXN003686,USR035,2024-09-14 13:41:48,Tiket.com,328000.0,travel,Wants,Transfer,ShopeePay,Saturday,9,True,14,37,Siang,high,12.700771936142122,2059500.0,1,False
TXN004951,USR025,2024-09-14 14:01:52,Halodoc,287500.0,health,Needs,Credit Card,BRI,Saturday,9,True,14,37,Siang,high,12.568981617474362,2209500.0,1,False
TXN008290,USR033,2024-09-14 15:26:02,Figma,90000.0,education,Wants,Transfer,BSI,Saturday,9,True,14,37,Siang,medium,11.407576060361786,2227000.0,1,False
TXN007357,USR001,2024-09-14 19:32:38,Johnny Andrean,465000.0,self_care,Wants,Debit,Mandiri,Saturday,9,True,14,37,Sore,high,13.049794835104816,2676500.0,1,False
TXN005082,USR022,2024-09-14 22:51:56,Indomaret Point,290000.0,groceries,Needs,QRIS,Mandiri,Saturday,9,True,14,37,Malam,high,12.577639650232573,1912000.0,1,False
TXN006531,USR013,2024-09-14 23:08:43,Google One Storage,39000.0,education,Wants,Credit Card,CIMB Niaga,Saturday,9,True,14,37,Malam,low,10.571342565808699,1886500.0,1,False
TXN009999,USR036,2024-09-15 02:08:52,Adobe Creative Cloud,89000.0,education,Wants,QRIS,BCA,Sunday,9,True,15,37,Malam,medium,11.39640288460621,1588500.0,1,False
TXN007338,USR029,2024-09-15 02:43:52,Vans,829500.0,shopping,Wants,Transfer,BSI,Sunday,9,True,15,37,Malam,high,13.628579594157419,2090000.0,1,False
TXN001952,USR003,2024-09-15 03:24:53,Adobe Creative Cloud,314500.0,education,Wants,Credit Card,BNI,Sunday,9,True,15,37,Malam,high,12.658742534767816,2117000.0,1,False
TXN007933,USR054,2024-09-15 03:53:19,Hokben,51500.0,food,Needs,Debit,BCA,Sunday,9,True,15,37,Malam,medium,10.849356503939038,2078500.0,1,False
TXN001620,USR036,2024-09-15 08:17:12,Biznet,305500.0,utilities,Needs,Credit Card,BNI,Sunday,9,True,15,37,Pagi,high,12.629708330910852,1919000.0,1,False
TXN008524,USR005,2024-09-15 08:37:26,Halodoc,545000.0,health,Needs,Debit,BSI,Sunday,9,True,15,37,Pagi,high,13.208542908506082,2174000.0,1,False
TXN003185,USR015,2024-09-15 09:13:26,PLN Mobile,292500.0,utilities,Needs,Credit Card,BRI,Sunday,9,True,15,37,Pagi,high,12.586223364451623,2427500.0,1,False
TXN003001,USR034,2024-09-15 09:46:14,MyXL,210500.0,education,Wants,Credit Card,Citibank,Sunday,9,True,15,37,Pagi,high,12.257245682687113,2549000.0,1,False
TXN007673,USR074,2024-09-15 12:58:42,First Media,109500.0,utilities,Needs,QRIS,ShopeePay,Sunday,9,True,15,37,Siang,medium,11.603688960617083,1829000.0,1,False
TXN002287,USR041,2024-09-15 13:45:10,New Balance,1102500.0,shopping,Wants,Credit Card,BCA,Sunday,9,True,15,37,Siang,high,13.913091793332205,2617000.0,1,False
TXN005098,USR014,2024-09-15 14:05:46,Steam,71000.0,entertainment,Wants,Debit,BRI,Sunday,9,True,15,37,Siang,medium,11.170449240431308,2636500.0,1,False
TXN005031,USR014,2024-09-15 14:17:27,Indomaret Point,257500.0,groceries,Needs,Debit,Jenius,Sunday,9,True,15,37,Siang,high,12.458778882573533,2588500.0,1,False
TXN004510,USR035,2024-09-15 15:09:41,McDonalds,30000.0,food,Needs,QRIS,BCA,Sunday,9,True,15,37,Siang,low,10.308985993422082,2073500.0,1,False
TXN004134,USR029,2024-09-15 17:01:17,Indomaret,95500.0,groceries,Needs,Debit,CIMB Niaga,Sunday,9,True,15,37,Sore,medium,11.466891997618188,1876500.0,1,False
TXN002133,USR006,2024-09-15 18:14:32,Canva Pro,289500.0,education,Wants,QRIS,LinkAja,Sunday,9,True,15,37,Sore,high,12.575914030220655,1955500.0,1,False
TXN004263,USR032,2024-09-15 19:19:38,Emina Cosmetics,381500.0,self_care,Wants,QRIS,ShopeePay,Sunday,9,True,15,37,Sore,high,12.851868750935193,2227500.0,1,False
TXN001260,USR027,2024-09-15 21:48:24,Bath & Body Works,259000.0,self_care,Wants,Debit,CIMB Niaga,Sunday,9,True,15,37,Malam,high,12.464587201678082,1384000.0,1,False
TXN008393,USR057,2024-09-16 00:18:00,Spotify,41500.0,entertainment,Wants,QRIS,DANA,Monday,9,False,16,38,Malam,low,10.633472802314019,1354500.0,1,False
TXN006475,USR059,2024-09-16 05:18:28,Grab,58500.0,transport,Needs,Debit,Jenius,Monday,9,False,16,38,Pagi,medium,10.97679912709094,1155500.0,1,False
TXN001771,USR034,2024-09-16 07:48:58,Figma,314500.0,education,Wants,Transfer,CIMB Niaga,Monday,9,False,16,38,Pagi,high,12.658742534767816,1440000.0,1,False
TXN009580,USR066,2024-09-16 09:41:47,The Body Shop,424500.0,self_care,Wants,Debit,CIMB Niaga,Monday,9,False,16,38,Pagi,high,12.958669640443368,1769000.0,1,False
TXN005674,USR006,2024-09-16 13:13:45,OYO,340500.0,travel,Wants,Credit Card,BNI,Monday,9,False,16,38,Siang,high,12.738173341424954,1820000.0,1,False
TXN006914,USR005,2024-09-16 16:13:47,Adobe Creative Cloud,152000.0,education,Wants,Debit,Jenius,Monday,9,False,16,38,Siang,medium,11.931642378754141,1590500.0,1,False
TXN003096,USR055,2024-09-16 18:45:09,RS Siloam,439000.0,health,Needs,QRIS,OVO,Monday,9,False,16,38,Sore,high,12.992256969959042,1770500.0,1,False
TXN002924,USR056,2024-09-16 19:35:46,Microsoft 365,173500.0,education,Wants,Debit,BNI,Monday,9,False,16,38,Sore,medium,12.063938642041201,1902500.0,1,False
TXN002210,USR007,2024-09-16 20:32:42,AirAsia,1639500.0,travel,Wants,Cash,Cash,Monday,9,False,16,38,Malam,high,14.30990248520871,3483500.0,1,True
TXN003505,USR041,2024-09-16 22:19:14,Steam,194500.0,entertainment,Wants,QRIS,LinkAja,Monday,9,False,16,38,Malam,medium,12.178192583415596,3363500.0,1,False
TXN004685,USR034,2024-09-17 01:12:10,Google One Storage,453000.0,education,Wants,Transfer,BNI,Tuesday,9,False,17,38,Malam,high,13.023649611968253,3392000.0,1,False
TXN005342,USR020,2024-09-17 05:40:08,iPot,1224000.0,investment,Investment,QRIS,LinkAja,Tuesday,9,False,17,38,Pagi,high,14.01763555904754,4275500.0,1,True
TXN008620,USR061,2024-09-17 06:34:38,Xbox Game Pass,143500.0,entertainment,Wants,Transfer,BCA,Tuesday,9,False,17,38,Pagi,medium,11.874097282798648,4267000.0,1,False
TXN004647,USR071,2024-09-17 06:59:22,Guardian,483500.0,health,Needs,Credit Card,Mandiri,Tuesday,9,False,17,38,Pagi,high,13.088808662125674,4311500.0,1,False
TXN005074,USR023,2024-09-17 08:47:27,Tabungan BRI,700500.0,investment,Investment,QRIS,BRI,Tuesday,9,False,17,38,Pagi,high,13.459551072309928,4838500.0,1,False
TXN001683,USR071,2024-09-17 09:18:11,Blue Bird,33500.0,transport,Needs,QRIS,DANA,Tuesday,9,False,17,38,Pagi,low,10.419330568113901,3232500.0,1,False
TXN004917,USR015,2024-09-17 10:59:50,Gong Cha,63000.0,food,Needs,QRIS,ShopeePay,Tuesday,9,False,17,38,Pagi,medium,11.050905878263567,3101000.0,1,False
TXN005438,USR051,2024-09-17 13:29:08,Roblox,143500.0,entertainment,Wants,QRIS,LinkAja,Tuesday,9,False,17,38,Siang,medium,11.874097282798648,2791500.0,1,False
TXN000222,USR070,2024-09-17 14:39:19,Canva Pro,209500.0,education,Wants,Transfer,ShopeePay,Tuesday,9,False,17,38,Siang,high,12.252483791602627,1777000.0,1,False
TXN006097,USR069,2024-09-17 14:42:19,Watson,437000.0,health,Needs,Debit,BCA,Tuesday,9,False,17,38,Siang,high,12.987690762404629,2070500.0,1,False
TXN004793,USR019,2024-09-17 15:48:54,Stockbit,1886000.0,investment,Investment,Transfer,Jenius,Tuesday,9,False,17,38,Siang,high,14.449969272398093,3473000.0,1,True
TXN000230,USR053,2024-09-17 18:00:45,Klinik Pratama,201000.0,health,Needs,Debit,BSI,Tuesday,9,False,17,38,Sore,high,12.211065162153215,2973500.0,1,False
TXN000329,USR040,2024-09-17 21:03:06,Aston Hotel,890500.0,travel,Wants,Transfer,ShopeePay,Tuesday,9,False,17,38,Malam,high,13.69953950467585,3830500.0,1,False
TXN008059,USR025,2024-09-18 03:54:11,Notion Pro,270500.0,education,Wants,Credit Card,BCA,Wednesday,9,False,18,38,Malam,high,12.508031074119511,4038000.0,1,False
TXN003483,USR026,2024-09-18 06:25:08,Google One Storage,430000.0,education,Wants,Debit,CIMB Niaga,Wednesday,9,False,18,38,Pagi,high,12.971542813248437,4324500.0,1,False
TXN009769,USR068,2024-09-18 07:03:42,Figma,343500.0,education,Wants,Credit Card,Citibank,Wednesday,9,False,18,38,Pagi,high,12.746945301848456,4458500.0,1,False
TXN005202,USR021,2024-09-18 07:43:06,MyPertamina,6500.0,transport,Needs,Transfer,OVO,Wednesday,9,False,18,38,Pagi,low,8.77971129020447,4028000.0,1,False
TXN003932,USR028,2024-09-18 08:29:40,Cult Fitness,70000.0,health,Needs,Transfer,CIMB Niaga,Wednesday,9,False,18,38,Pagi,medium,11.156264806643742,2212000.0,1,False
TXN009735,USR046,2024-09-18 09:11:30,Deposito BCA,1475000.0,investment,Investment,Transfer,CIMB Niaga,Wednesday,9,False,18,38,Pagi,high,14.204169225721929,3486000.0,1,True
TXN003320,USR033,2024-09-18 11:33:16,MRT Jakarta,24500.0,transport,Needs,QRIS,DANA,Wednesday,9,False,18,38,Pagi,low,10.106469212026385,2620000.0,1,False
TXN008065,USR017,2024-09-18 19:04:44,iPot,1225000.0,investment,Investment,Transfer,ShopeePay,Wednesday,9,False,18,38,Sore,high,14.018452218287162,3574500.0,1,True
TXN007378,USR023,2024-09-18 21:06:56,Gojek,69500.0,transport,Needs,Debit,BSI,Wednesday,9,False,18,38,Malam,medium,11.149096419938578,3214000.0,1,False
TXN001604,USR057,2024-09-19 02:55:02,Biznet,349000.0,utilities,Needs,Transfer,CIMB Niaga,Thursday,9,False,19,38,Malam,high,12.762830066509972,3219500.0,1,False
